,gene,cluster
9733,CFAP43,Singleton
9734,TMEM102,Singleton
9735,LRRC37A,Singleton
9736,MORN3,Singleton
9737,TRIM55,Singleton
9738,GPR156,Singleton
9739,FSCN3,Singleton
9740,POLN,Singleton
9741,CCDC24,Singleton
9742,CRIP3,Singleton
9743,AUNIP,Singleton
9744,CATSPERB,Singleton
9745,ZNF135,Singleton
9746,CCDC112,Singleton
9747,CLEC12B,Singleton
9748,THAP5,Singleton
9749,LIPT2,Singleton
9750,LY6G5C,Singleton
9751,WFIKKN2,Singleton
9752,ACMSD,Singleton
9753,PCDHAC1,Singleton
9754,PCP2,Singleton
9755,CCDC170,Singleton
9756,OIT3,Singleton
9757,LEKR1,Singleton
9758,CFAP44,Singleton
9759,ANKRD31,Singleton
9760,CNGA4,Singleton
9761,LEMD1,Singleton
9762,OXLD1,Singleton
9763,CCDC174,Singleton
9764,NMBR,Singleton
9765,LMAN1L,Singleton
9766,SLC6A16,Singleton
9767,MMEL1,Singleton
9768,NXF3,Singleton
9769,ZDHHC19,Singleton
9770,CLEC9A,Singleton
9771,MDH1B,Singleton
9772,ARRDC5,Singleton
9773,GLB1L3,Singleton
9774,INCA1,Singleton
9775,ENO4,Singleton
9776,ZNF556,Singleton
9777,AQP6,Singleton
9778,FAM72B,Singleton
9779,PKD1L3,Singleton
9780,ZNF233,Singleton
9781,KIRREL2,Singleton
9782,DNAJB13,Singleton
9783,TM4SF19,Singleton
9784,SLC51A,Singleton
9785,FADS6,Singleton
9786,TAS2R3,Singleton
9787,ZNF595,Singleton
9788,ARHGAP11B,Singleton
9789,L3MBTL4,Singleton
9790,FAM227A,Singleton
9791,PEX11G,Singleton
9792,STK31,Singleton
9793,SLC4A9,Singleton
9794,GDPGP1,Singleton
9795,TIGD3,Singleton
9796,PGPEP1L,Singleton
9797,SWSAP1,Singleton
9798,FOXD4,Singleton
9799,ZNF414,Singleton
9800,LRRC37A2,Singleton
9801,DCDC2B,Singleton
9802,GCNT7,Singleton
9803,NT5C3B,Singleton
9804,SYCE1,Singleton
9805,FAM178B,Singleton
9806,ASIC3,Singleton
9807,RSPO4,Singleton
9808,ROPN1B,Singleton
9809,SPATC1,Singleton
9810,GPRC5D,Singleton
9811,TPTE2,Singleton
9812,SMIM12,Singleton
9813,MAP10,Singleton
9814,ZNF577,Singleton
9815,MYRFL,Singleton
9816,CHRFAM7A,Singleton
9817,INAFM1,Singleton
9818,ZNF496,Singleton
9819,CFAP57,Singleton
9820,TIGD7,Singleton
9821,ZNF610,Singleton
9822,EFCAB5,Singleton
9823,R3HCC1L,Singleton
9824,STRC,Singleton
9825,SPINK13,Singleton
9826,MESP2,Singleton
9827,PGBD2,Singleton
9828,ATP4B,Singleton
9829,TIGD4,Singleton
9830,SAYSD1,Singleton
9831,ODF3L2,Singleton
9832,TP53I13,Singleton
9833,TRIM50,Singleton
9834,BRICD5,Singleton
9835,SPDYE2,Singleton
9836,CLHC1,Singleton
9837,PNLDC1,Singleton
9838,RGPD3,Singleton
9839,NPIPB6,Singleton
9840,GRID2IP,Singleton
9841,NPIPB3,Singleton
9842,ZNF790,Singleton
9843,CLEC18A,Singleton
9844,SMKR1,Singleton
9845,FAM153B,Singleton
9846,NLRP9,Singleton
9847,CCDC74B,Singleton
9848,ZNF653,Singleton
9849,TSPEAR,Singleton
9850,ZNF763,Singleton
9851,LDHAL6A,Singleton
9852,ADAD2,Singleton
9853,ZSCAN23,Singleton
9854,ENAM,Singleton
9855,RBM44,Singleton
9856,CFAP221,Singleton
9857,GCSAML,Singleton
9858,TP53TG5,Singleton
9859,MSANTD1,Singleton
9860,RD3,Singleton
9861,UBQLNL,Singleton
9862,SPDYE6,Singleton
9863,PRR19,Singleton
9864,CC2D2B,Singleton
9865,ZKSCAN7,Singleton
9866,TMEM81,Singleton
9867,DHRS4L2,Singleton
9868,LRRC37B,Singleton
9869,TAL2,Singleton
9870,ZNF19,Singleton
9871,HSPB9,Singleton
9872,NPIPB4,Singleton
9873,CCDC181,Singleton
9874,ZNF587B,Singleton
9875,NTN5,Singleton
9876,ZNF736,Singleton
9877,ZNF433,Singleton
9878,AGAP5,Singleton
9879,SPATC1L,Singleton
9880,SLC25A41,Singleton
9881,CCDC183,Singleton
9882,NME9,Singleton
9883,PRMT9,Singleton
9884,RAB41,Singleton
9885,RGPD1,Singleton
9886,OR51E2,Singleton
9887,ZNF311,Singleton
9888,ZNF396,Singleton
9889,TIMM23B,Singleton
9890,ZFP69,Singleton
9891,RHOXF1,Singleton
9892,EFCAB13,Singleton
9893,ZNF559,Singleton
9894,EFCAB8,Singleton
9895,LIPF,Singleton
9896,ZNF630,Singleton
9897,ZNF497,Singleton
9898,CCDC154,Singleton
9899,ERICH6,Singleton
9900,ZNF385C,Singleton
9901,NBPF12,Singleton
9902,ZNF836,Singleton
9903,TAS2R5,Singleton
9904,SPATA33,Singleton
9905,IGSF22,Singleton
9906,HEATR4,Singleton
9907,WDR88,Singleton
9908,PP2D1,Singleton
9909,ZNF732,Singleton
9910,TEX29,Singleton
9911,AGAP9,Singleton
9912,TP53TG3D,Singleton
9913,NPY4R,Singleton
9914,STKLD1,Singleton
9915,KRBOX4,Singleton
9916,INAFM2,Singleton
9917,SPDYE3,Singleton
9918,PLAC8L1,Singleton
9919,TRIM74,Singleton
9920,GKN1,Singleton
9921,CCDC175,Singleton
9922,LIMS3,Singleton
9923,FAM209A,Singleton
9924,TAS2R50,Singleton
9925,OVCH1,Singleton
9926,ALG1L2,Singleton
9927,ZSCAN32,Singleton
9928,NUTM2A,Singleton
9929,NUTM2D,Singleton
9930,PABPN1L,Singleton
9931,FAM209B,Singleton
9932,KCNK17,Singleton
9933,PRSS51,Singleton
9934,ZC3H11B,Singleton
9935,ARID3C,Singleton
9936,NPIPA2,Singleton
9937,LCN8,Singleton
9938,RXFP4,Singleton
9939,OR51E1,Singleton
9940,ERVFRD-1,Singleton
9941,ERVK3-1,Singleton
9942,TAS2R43,Singleton
9943,ERVH48-1,Singleton
9944,PGA3,Singleton
9945,STON1-GTF2A1L,Singleton
9946,CDCP2,Singleton
9947,OR13A1,Singleton
9948,GPR142,Singleton
9949,ACSM6,Singleton
9950,OR2I1P,Singleton
9951,OR56B4,Singleton
9952,MYH9,Singleton
9953,APP,Singleton
9954,FLNA,Singleton
9955,SQSTM1,Singleton
9956,CTNNB1,Singleton
9957,YWHAE,Singleton
9958,LMNA,Singleton
9959,PTEN,Singleton
9960,MTOR,Singleton
9961,HIF1A,Singleton
9962,EEF2,Singleton
9963,TPT1,Singleton
9964,NFE2L2,Singleton
9965,SOD1,Singleton
9966,INF2,Singleton
9967,PRDX1,Singleton
9968,TUBA1B,Singleton
9969,CAPNS1,Singleton
9970,ZYX,Singleton
9971,APC,Singleton
9972,CYCS,Singleton
9973,CLTC,Singleton
9974,ERBB2,Singleton
9975,EEF1A1,Singleton
9976,YBX1,Singleton
9977,RHOA,Singleton
9978,CLCN7,Singleton
9979,KRAS,Singleton
9980,SP1,Singleton
9981,CFL1,Singleton
9982,CANX,Singleton
9983,VCP,Singleton
9984,EML3,Singleton
9985,RAC1,Singleton
9986,RPLP0,Singleton
9987,PPIF,Singleton
9988,ATP2A2,Singleton
9989,TPCN1,Singleton
9990,ETF1,Singleton
9991,LDHB,Singleton
9992,HNRNPA3,Singleton
9993,UQCRH,Singleton
9994,PAICS,Singleton
9995,PARK7,Singleton
9996,NEDD4,Singleton
9997,RPS3,Singleton
9998,PRDX2,Singleton
9999,IPO7,Singleton
10000,TALDO1,Singleton
10001,SLC16A3,Singleton
10002,CSNK2A1,Singleton
10003,IDI1,Singleton
10004,DDX21,Singleton
10005,POLE,Singleton
10006,ELAVL1,Singleton
10007,MDH2,Singleton
10008,PHB2,Singleton
10009,COX7B,Singleton
10010,DDX5,Singleton
10011,CHD4,Singleton
10012,HNRNPAB,Singleton
10013,SREBF2,Singleton
10014,COX5A,Singleton
10015,NOLC1,Singleton
10016,PPP1CA,Singleton
10017,DDB1,Singleton
10018,EIF4B,Singleton
10019,PXN,Singleton
10020,PSMD3,Singleton
10021,TUBA1C,Singleton
10022,SLC25A3,Singleton
10023,FADS2,Singleton
10024,MAP4,Singleton
10025,WDTC1,Singleton
10026,SQLE,Singleton
10027,BTF3,Singleton
10028,DOT1L,Singleton
10029,KIF1C,Singleton
10030,PFN1,Singleton
10031,PEBP1,Singleton
10032,TMSB4X,Singleton
10033,CLPTM1,Singleton
10034,LARP1,Singleton
10035,DYNC1H1,Singleton
10036,GPR107,Singleton
10037,EIF2S1,Singleton
10038,CAPZB,Singleton
10039,HMGCR,Singleton
10040,PRKAR1A,Singleton
10041,BRD2,Singleton
10042,USF2,Singleton
10043,HNRNPK,Singleton
10044,CCT5,Singleton
10045,TKT,Singleton
10046,DKC1,Singleton
10047,PRPF19,Singleton
10048,TRRAP,Singleton
10049,MSMO1,Singleton
10050,PPP2CA,Singleton
10051,CENPB,Singleton
10052,DBI,Singleton
10053,TBC1D9B,Singleton
10054,PCBP1,Singleton
10055,HDAC2,Singleton
10056,FMO5,Singleton
10057,TMSB10,Singleton
10058,POM121,Singleton
10059,COIL,Singleton
10060,UBTF,Singleton
10061,ACP2,Singleton
10062,EIF2S2,Singleton
10063,TRAM1,Singleton
10064,TPD52L2,Singleton
10065,EIF1,Singleton
10066,DHCR7,Singleton
10067,GTF3C1,Singleton
10068,ARPC2,Singleton
10069,XRCC6,Singleton
10070,DIDO1,Singleton
10071,XRCC5,Singleton
10072,NDUFB7,Singleton
10073,RANGAP1,Singleton
10074,SRXN1,Singleton
10075,ANLN,Singleton
10076,PCBP2,Singleton
10077,ACAT2,Singleton
10078,HNRNPF,Singleton
10079,SNRNP200,Singleton
10080,SLC25A5,Singleton
10081,HYOU1,Singleton
10082,USP5,Singleton
10083,PPIB,Singleton
10084,UBE2Z,Singleton
10085,AKT1S1,Singleton
10086,TPR,Singleton
10087,DLST,Singleton
10088,DENND5A,Singleton
10089,GNMT,Singleton
10090,ABTB2,Singleton
10091,OAT,Singleton
10092,COX7C,Singleton
10093,BCL9L,Singleton
10094,COX7A2,Singleton
10095,SENP3,Singleton
10096,PRRC2B,Singleton
10097,SCRIB,Singleton
10098,MAFG,Singleton
10099,EIF4H,Singleton
10100,ELOVL6,Singleton
10101,TCF20,Singleton
10102,ARPP19,Singleton
10103,GLDC,Singleton
10104,DVL3,Singleton
10105,UBE3C,Singleton
10106,FBL,Singleton
10107,PDK1,Singleton
10108,CIRBP,Singleton
10109,YKT6,Singleton
10110,UBA1,Singleton
10111,FAM168B,Singleton
10112,POLD1,Singleton
10113,NDUFS2,Singleton
10114,TM9SF3,Singleton
10115,GCKR,Singleton
10116,SF3B3,Singleton
10117,NSD1,Singleton
10118,ATR,Singleton
10119,PABPC4,Singleton
10120,SRRT,Singleton
10121,TSC2,Singleton
10122,EP400,Singleton
10123,TCOF1,Singleton
10124,SMARCC1,Singleton
10125,SLC6A8,Singleton
10126,SMARCD1,Singleton
10127,PIP5K1A,Singleton
10128,MAZ,Singleton
10129,GNG5,Singleton
10130,ICMT,Singleton
10131,ZNF710,Singleton
10132,PPP2R1A,Singleton
10133,TSC1,Singleton
10134,FUCA1,Singleton
10135,RCC1,Singleton
10136,GSR,Singleton
10137,NDUFA4,Singleton
10138,RUVBL2,Singleton
10139,DHX38,Singleton
10140,SNRNP70,Singleton
10141,RAI1,Singleton
10142,RNF149,Singleton
10143,GTPBP4,Singleton
10144,NUP98,Singleton
10145,SKP1,Singleton
10146,ASXL1,Singleton
10147,ECH1,Singleton
10148,SYMPK,Singleton
10149,P4HA1,Singleton
10150,ABTB1,Singleton
10151,DLD,Singleton
10152,MTA1,Singleton
10153,CYC1,Singleton
10154,RAVER1,Singleton
10155,LENG8,Singleton
10156,SND1,Singleton
10157,FH,Singleton
10158,RPL18A,Singleton
10159,RPTOR,Singleton
10160,HADH,Singleton
10161,DAZAP1,Singleton
10162,ATP6V1E1,Singleton
10163,XPO6,Singleton
10164,PI4K2A,Singleton
10165,COX6C,Singleton
10166,EPS15,Singleton
10167,ZDHHC18,Singleton
10168,GBF1,Singleton
10169,PRDX3,Singleton
10170,PTPN23,Singleton
10171,PRUNE2,Singleton
10172,IQGAP2,Singleton
10173,ACVR1B,Singleton
10174,SETD1A,Singleton
10175,EIF3C,Singleton
10176,WDR5,Singleton
10177,TMEM51,Singleton
10178,SSB,Singleton
10179,NDUFA1,Singleton
10180,UQCRC1,Singleton
10181,MOB3A,Singleton
10182,PRR12,Singleton
10183,PPM1G,Singleton
10184,CHCHD10,Singleton
10185,MCM3AP,Singleton
10186,ATIC,Singleton
10187,DDX18,Singleton
10188,SHKBP1,Singleton
10189,ALYREF,Singleton
10190,NDUFB9,Singleton
10191,NDUFS3,Singleton
10192,SARDH,Singleton
10193,EIF3F,Singleton
10194,BUB3,Singleton
10195,TRA2B,Singleton
10196,NDUFA9,Singleton
10197,UQCRFS1,Singleton
10198,SNRPA,Singleton
10199,EIF3G,Singleton
10200,PCMT1,Singleton
10201,TAF1D,Singleton
10202,SMPD4,Singleton
10203,EIF3D,Singleton
10204,ME2,Singleton
10205,UQCR10,Singleton
10206,PRRC2C,Singleton
10207,CNOT7,Singleton
10208,NDUFB3,Singleton
10209,CLN6,Singleton
10210,DDX39A,Singleton
10211,GLYR1,Singleton
10212,EMG1,Singleton
10213,NDUFS8,Singleton
10214,GABARAPL2,Singleton
10215,APOM,Singleton
10216,EIF1AY,Singleton
10217,RACK1,Singleton
10218,MT-ND3,Singleton
10219,FAAP100,Singleton
10220,MT-ND4L,Singleton
10221,MT-ATP8,Singleton
10222,HYPK,Singleton
10223,MT-CYB,Singleton
10224,GLMP,Singleton
10225,RPP21,Singleton
10226,MYDGF,Singleton
10227,TMEM256,Singleton
10228,SNU13,Singleton
10229,ELOB,Singleton
10230,SEM1,Singleton
10231,ATP5F1B,Singleton
10232,ATP5F1A,Singleton
10233,MXD4,Singleton
10234,PHLDA3,Singleton
10235,PEMT,Singleton
10236,ECHDC2,Singleton
10237,UPB1,Singleton
10238,EVL,Singleton
10239,ALK,Singleton
10240,RUNX1T1,Singleton
10241,CD19,Singleton
10242,PLA2G12A,Singleton
10243,TRIM21,Singleton
10244,HS6ST1,Singleton
10245,FLI1,Singleton
10246,MMP15,Singleton
10247,ALOX15,Singleton
10248,CDH17,Singleton
10249,TBC1D9,Singleton
10250,STS,Singleton
10251,FES,Singleton
10252,NFE2,Singleton
10253,SHANK3,Singleton
10254,SATB2,Singleton
10255,RGS14,Singleton
10256,OBSL1,Singleton
10257,KLF15,Singleton
10258,ACO1,Singleton
10259,CARD10,Singleton
10260,RBFOX2,Singleton
10261,GFPT2,Singleton
10262,MAGI1,Singleton
10263,HIVEP3,Singleton
10264,PRICKLE1,Singleton
10265,SMOC1,Singleton
10266,PARM1,Singleton
10267,CADPS2,Singleton
10268,CREB3L2,Singleton
10269,GFI1,Singleton
10270,HSD11B2,Singleton
10271,CYP7A1,Singleton
10272,IL11,Singleton
10273,GNG2,Singleton
10274,CDON,Singleton
10275,NPDC1,Singleton
10276,SH3BP2,Singleton
10277,CD79A,Singleton
10278,ARHGEF16,Singleton
10279,MGRN1,Singleton
10280,INHA,Singleton
10281,ALPK1,Singleton
10282,RAPGEF3,Singleton
10283,MSX2,Singleton
10284,CD27,Singleton
10285,ST8SIA4,Singleton
10286,CDA,Singleton
10287,SMARCA1,Singleton
10288,GCA,Singleton
10289,YPEL3,Singleton
10290,TMEM184B,Singleton
10291,DLG5,Singleton
10292,DNAH9,Singleton
10293,KLHL22,Singleton
10294,CORO7,Singleton
10295,RHBDF2,Singleton
10296,PER3,Singleton
10297,CREB5,Singleton
10298,PRODH,Singleton
10299,TSPAN1,Singleton
10300,CHRD,Singleton
10301,ELOVL4,Singleton
10302,STRA6,Singleton
10303,HIC1,Singleton
10304,MAMLD1,Singleton
10305,TET1,Singleton
10306,FER,Singleton
10307,SLCO2A1,Singleton
10308,LYL1,Singleton
10309,ITGA9,Singleton
10310,SOX5,Singleton
10311,TRIM16,Singleton
10312,PF4,Singleton
10313,PBX3,Singleton
10314,TSPYL2,Singleton
10315,LTA,Singleton
10316,MASP1,Singleton
10317,PDE5A,Singleton
10318,PPBP,Singleton
10319,CRLF1,Singleton
10320,TEAD2,Singleton
10321,UNC119,Singleton
10322,ARRDC4,Singleton
10323,SSBP3,Singleton
10324,ARID3A,Singleton
10325,RXRG,Singleton
10326,PCSK5,Singleton
10327,RASGRP3,Singleton
10328,GNA14,Singleton
10329,GREB1,Singleton
10330,ZFPM2,Singleton
10331,S1PR2,Singleton
10332,ARHGEF10,Singleton
10333,PKDCC,Singleton
10334,FREM2,Singleton
10335,SLC22A4,Singleton
10336,TP73,Singleton
10337,FNIP2,Singleton
10338,IRF2BP1,Singleton
10339,FFAR3,Singleton
10340,SGMS2,Singleton
10341,PLD5,Singleton
10342,TCF7L1,Singleton
10343,RCSD1,Singleton
10344,CCR3,Singleton
10345,PDE3A,Singleton
10346,OGN,Singleton
10347,TNFSF13B,Singleton
10348,SEMA3E,Singleton
10349,RNF144B,Singleton
10350,CNTLN,Singleton
10351,MAK,Singleton
10352,MPP1,Singleton
10353,NPNT,Singleton
10354,S1PR3,Singleton
10355,PDE8B,Singleton
10356,MS4A1,Singleton
10357,HIF3A,Singleton
10358,MST1R,Singleton
10359,PLAG1,Singleton
10360,CLEC5A,Singleton
10361,ARVCF,Singleton
10362,SRD5A3,Singleton
10363,KCNA3,Singleton
10364,MOXD1,Singleton
10365,GNB3,Singleton
10366,MSRB3,Singleton
10367,ESM1,Singleton
10368,RGMA,Singleton
10369,RIPK3,Singleton
10370,OSR1,Singleton
10371,KIF13B,Singleton
10372,IFNAR2,Singleton
10373,RASD1,Singleton
10374,KCNN3,Singleton
10375,STX2,Singleton
10376,RASL11B,Singleton
10377,MYOCD,Singleton
10378,BST1,Singleton
10379,TREML2,Singleton
10380,KCNK2,Singleton
10381,DNAH17,Singleton
10382,GSTM5,Singleton
10383,TRPC6,Singleton
10384,KCNJ8,Singleton
10385,SLC27A1,Singleton
10386,HEYL,Singleton
10387,SH2D4A,Singleton
10388,ADAMTS4,Singleton
10389,KCNS3,Singleton
10390,CLEC4A,Singleton
10391,IGSF9B,Singleton
10392,IL7,Singleton
10393,CCNO,Singleton
10394,PON3,Singleton
10395,ACVR1C,Singleton
10396,P2RX5,Singleton
10397,KCNK15,Singleton
10398,KCNA5,Singleton
10399,FGD1,Singleton
10400,SCNM1,Singleton
10401,SLC4A11,Singleton
10402,TIMP4,Singleton
10403,LEPROT,Singleton
10404,WSCD2,Singleton
10405,BFAR,Singleton
10406,CARD8,Singleton
10407,GCGR,Singleton
10408,YTHDF3,Singleton
10409,TSPAN15,Singleton
10410,LEFTY2,Singleton
10411,RBPMS2,Singleton
10412,FBXO28,Singleton
10413,CNTN4,Singleton
10414,AZI2,Singleton
10415,EPB41L4A,Singleton
10416,EPG5,Singleton
10417,NEURL1B,Singleton
10418,TMEM71,Singleton
10419,WNK2,Singleton
10420,P2RX1,Singleton
10421,ZBTB24,Singleton
10422,POLR3B,Singleton
10423,HPS6,Singleton
10424,KCNQ4,Singleton
10425,PDF,Singleton
10426,P2RX2,Singleton
10427,MED18,Singleton
10428,MMRN2,Singleton
10429,BCL6B,Singleton
10430,CLCC1,Singleton
10431,WARS2,Singleton
10432,ZNF268,Singleton
10433,TSPAN18,Singleton
10434,PLEKHA7,Singleton
10435,NUBPL,Singleton
10436,GATC,Singleton
10437,PDE9A,Singleton
10438,HIGD1B,Singleton
10439,SOX7,Singleton
10440,GLIS2,Singleton
10441,ANO2,Singleton
10442,ZNF629,Singleton
10443,ADAMTSL2,Singleton
10444,MIPEP,Singleton
10445,KANK3,Singleton
10446,FAM210A,Singleton
10447,LSG1,Singleton
10448,KIF26A,Singleton
10449,COG3,Singleton
10450,MT1A,Singleton
10451,DPH1,Singleton
10452,SLC26A7,Singleton
10453,TIMMDC1,Singleton
10454,HSF4,Singleton
10455,ZBTB46,Singleton
10456,SAMD5,Singleton
10457,PCDH12,Singleton
10458,TACO1,Singleton
10459,CPED1,Singleton
10460,ST6GAL2,Singleton
10461,PALD1,Singleton
10462,TYW1,Singleton
10463,THNSL2,Singleton
10464,PRRG2,Singleton
10465,PRDM11,Singleton
10466,CHIT1,Singleton
10467,ZSWIM5,Singleton
10468,PTCHD1,Singleton
10469,PZP,Singleton
10470,SLC12A3,Singleton
10471,SUSD5,Singleton
10472,BIRC7,Singleton
10473,ECSCR,Singleton
10474,SAMD11,Singleton
10475,CPXM2,Singleton
10476,P4HA3,Singleton
10477,PYROXD2,Singleton
10478,SLC16A8,Singleton
10479,RGS13,Singleton
10480,PTCHD4,Singleton
10481,IL9R,Singleton
10482,MIA,Singleton
10483,CCL13,Singleton
10484,RASSF6,Singleton
10485,DZIP1L,Singleton
10486,TRABD2B,Singleton
10487,CD1C,Singleton
10488,TNFRSF17,Singleton
10489,USHBP1,Singleton
10490,COX4I2,Singleton
10491,C1QTNF2,Singleton
10492,KRT222,Singleton
10493,COLEC10,Singleton
10494,PRDM6,Singleton
10495,CCL16,Singleton
10496,CCL26,Singleton
10497,FOXS1,Singleton
10498,MS4A2,Singleton
10499,LRRN4,Singleton
10500,UGT2B17,Singleton
10501,C1QTNF7,Singleton
10502,GPR15,Singleton
10503,ILDR1,Singleton
10504,CPO,Singleton
10505,SIGLEC6,Singleton
10506,WNT9B,Singleton
10507,SFTPA1,Singleton
10508,CCL23,Singleton
10509,CLDN19,Singleton
10510,SIGLEC15,Singleton
10511,HRCT1,Singleton
10512,DNASE2B,Singleton
10513,FCRL5,Singleton
10514,SULT1C4,Singleton
10515,EMILIN3,Singleton
10516,CLNK,Singleton
10517,SCGB3A2,Singleton
10518,RIPPLY3,Singleton
10519,IQCJ-SCHIP1,Singleton
10520,NUGGC,Singleton
10521,DCSTAMP,Singleton
10522,SMAD5,Singleton
10523,CXXC5,Singleton
10524,AMFR,Singleton
10525,GDA,Singleton
10526,SON,Singleton
10527,USP2,Singleton
10528,PON2,Singleton
10529,CRAT,Singleton
10530,IVD,Singleton
10531,CHD9,Singleton
10532,ACY1,Singleton
10533,CDH13,Singleton
10534,PPFIBP1,Singleton
10535,THRB,Singleton
10536,PCDH7,Singleton
10537,FASLG,Singleton
10538,GAB1,Singleton
10539,FZD5,Singleton
10540,SLC6A4,Singleton
10541,ADARB1,Singleton
10542,BIRC6,Singleton
10543,BPTF,Singleton
10544,BMPR1A,Singleton
10545,ASPA,Singleton
10546,KLF12,Singleton
10547,VPS13C,Singleton
10548,EBF1,Singleton
10549,ZMYND8,Singleton
10550,GGA2,Singleton
10551,SEMA3A,Singleton
10552,BACE1,Singleton
10553,INPP4B,Singleton
10554,TNIK,Singleton
10555,TUSC3,Singleton
10556,S100A13,Singleton
10557,PGF,Singleton
10558,NTN1,Singleton
10559,ADNP,Singleton
10560,CD2AP,Singleton
10561,FILIP1L,Singleton
10562,RCAN2,Singleton
10563,NCALD,Singleton
10564,DOCK4,Singleton
10565,CR2,Singleton
10566,SETBP1,Singleton
10567,RUSC2,Singleton
10568,WASF1,Singleton
10569,REV3L,Singleton
10570,FBXO7,Singleton
10571,EDIL3,Singleton
10572,FRK,Singleton
10573,MN1,Singleton
10574,ROR2,Singleton
10575,CXCR3,Singleton
10576,DACT1,Singleton
10577,INPP5B,Singleton
10578,USP34,Singleton
10579,MIB1,Singleton
10580,MALT1,Singleton
10581,PURA,Singleton
10582,CEP290,Singleton
10583,NR5A1,Singleton
10584,USP15,Singleton
10585,ACKR3,Singleton
10586,BMPR1B,Singleton
10587,IREB2,Singleton
10588,SMCHD1,Singleton
10589,SHANK2,Singleton
10590,PID1,Singleton
10591,QSER1,Singleton
10592,NCEH1,Singleton
10593,SLC20A2,Singleton
10594,ELAC2,Singleton
10595,SGTA,Singleton
10596,PCSK1,Singleton
10597,WRN,Singleton
10598,ITGB6,Singleton
10599,WIF1,Singleton
10600,MAST2,Singleton
10601,OLR1,Singleton
10602,PIK3C2A,Singleton
10603,SLC34A2,Singleton
10604,MTR,Singleton
10605,ANKRD17,Singleton
10606,ESRRG,Singleton
10607,KAT6B,Singleton
10608,SOX17,Singleton
10609,ARID1B,Singleton
10610,MSI2,Singleton
10611,STAMBP,Singleton
10612,PGAP1,Singleton
10613,NTF3,Singleton
10614,MAP3K4,Singleton
10615,MICAL3,Singleton
10616,DHX34,Singleton
10617,PAX5,Singleton
10618,KDM4B,Singleton
10619,RND2,Singleton
10620,DCP1A,Singleton
10621,NLK,Singleton
10622,MRM1,Singleton
10623,UBE2J1,Singleton
10624,SOX18,Singleton
10625,PCBP4,Singleton
10626,TSHR,Singleton
10627,HERC2,Singleton
10628,NDN,Singleton
10629,AGFG1,Singleton
10630,KCNAB1,Singleton
10631,NANOG,Singleton
10632,NOTCH4,Singleton
10633,KMT2C,Singleton
10634,AMOTL1,Singleton
10635,TAC1,Singleton
10636,LIAS,Singleton
10637,BCAP29,Singleton
10638,CLINT1,Singleton
10639,COX10,Singleton
10640,ACOT11,Singleton
10641,HTR2A,Singleton
10642,ATG7,Singleton
10643,OPHN1,Singleton
10644,GNPAT,Singleton
10645,SYNPO2,Singleton
10646,DLL4,Singleton
10647,MAPKAPK5,Singleton
10648,CD40LG,Singleton
10649,RNF144A,Singleton
10650,ZBTB4,Singleton
10651,BCL9,Singleton
10652,DERA,Singleton
10653,SOGA1,Singleton
10654,PCNT,Singleton
10655,ETAA1,Singleton
10656,FASTKD5,Singleton
10657,GORASP2,Singleton
10658,ATG16L1,Singleton
10659,RPAIN,Singleton
10660,ICOS,Singleton
10661,PPP2R3A,Singleton
10662,PGGT1B,Singleton
10663,CDK17,Singleton
10664,EYA4,Singleton
10665,FOXD3,Singleton
10666,AVPI1,Singleton
10667,BICD1,Singleton
10668,TRPC1,Singleton
10669,TBCD,Singleton
10670,MRPL19,Singleton
10671,FOXL1,Singleton
10672,COPS5,Singleton
10673,KCTD15,Singleton
10674,TIE1,Singleton
10675,SH3GL3,Singleton
10676,GTF3C3,Singleton
10677,USP8,Singleton
10678,PHF2,Singleton
10679,EBF2,Singleton
10680,PTDSS2,Singleton
10681,PRMT7,Singleton
10682,ZIC4,Singleton
10683,SIRT4,Singleton
10684,RBM28,Singleton
10685,NKAIN1,Singleton
10686,POU4F1,Singleton
10687,SLC45A3,Singleton
10688,ERAL1,Singleton
10689,POLR1E,Singleton
10690,ADAMTSL3,Singleton
10691,IBA57,Singleton
10692,ADRA2C,Singleton
10693,POGZ,Singleton
10694,SMOC2,Singleton
10695,BVES,Singleton
10696,SIPA1L3,Singleton
10697,GPS1,Singleton
10698,NAB1,Singleton
10699,TUT1,Singleton
10700,APOO,Singleton
10701,SRP72,Singleton
10702,HECW2,Singleton
10703,SYNC,Singleton
10704,TAF2,Singleton
10705,PPIE,Singleton
10706,ARGLU1,Singleton
10707,INPP5E,Singleton
10708,ASPSCR1,Singleton
10709,IL18R1,Singleton
10710,TLL2,Singleton
10711,MRPL51,Singleton
10712,TPMT,Singleton
10713,PGC,Singleton
10714,MICALL2,Singleton
10715,CPSF4,Singleton
10716,CNNM3,Singleton
10717,CCL21,Singleton
10718,FNTB,Singleton
10719,PTGER1,Singleton
10720,DIP2A,Singleton
10721,GALNT14,Singleton
10722,ROBO3,Singleton
10723,ACBD4,Singleton
10724,SIX2,Singleton
10725,SUPV3L1,Singleton
10726,ACP6,Singleton
10727,TNFRSF13B,Singleton
10728,CD70,Singleton
10729,MPHOSPH8,Singleton
10730,PRRX2,Singleton
10731,OMD,Singleton
10732,GTPBP8,Singleton
10733,MYH15,Singleton
10734,PPIP5K2,Singleton
10735,SFTPC,Singleton
10736,RBMXL1,Singleton
10737,TNFSF14,Singleton
10738,CCR4,Singleton
